id,postcode,suburb,latitude,longitude,solarstation,solarname,solardistance,solarwet,solardry,solarmean,rainstation,rainname,raindistance,rainwet,raindry,rainmean,tempstation,tempname,tempdistance,tempmaxwet,tempmaxdry,tempmaxmean,tempminwet,tempmindry,tempminmean
102,822,Kakadu,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
103,822,Koolpinyah,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
104,822,Lake Bennett,-12.916,131.059,14035,Manton Dam,11.54,5.678,6.083,5.881,14035,Manton Dam,11.54,287.164,22.492,143.800,14272,Batchelor Airport,15.22,33.584,33.730,33.656,23.498,18.886,21.232
105,822,Lambells Lagoon,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
106,822,Litchfield Park,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
107,822,Livingstone,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
108,822,Lloyd Creek,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
109,822,Mandorah,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
110,822,Maningrida,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
111,822,Maranunga,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
112,822,Margaret River,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
113,822,Marrakai,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
114,822,Mcminns Lagoon,-12.547,131.032,14219,McMinns Lagoon,5.34,5.577,6.069,5.823,14219,McMinns Lagoon,5.34,302.355,19.953,158.632,14015,Darwin Airport,21.15,32.676,32.318,32.500,24.978,21.350,23.196
115,822,Mickett Creek,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
116,822,Middle Point,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
117,822,Milikapiti,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
118,822,Milingimbi,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
119,822,Millwood,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
120,822,Milyakburra,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
121,822,Minjilang,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
122,822,Mount Bundey,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
123,822,Murrumujuk,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
124,822,Nauiyu,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
125,822,Nemarluk,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
126,822,Nganmarriyanga,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
127,822,Nguiu,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
128,822,Numbulwar,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
129,822,Numburindi,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
130,822,Oenpelli,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
131,822,Palumpa,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
132,822,Peppimenarti,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
133,822,Pirlangimpi,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
134,822,Point Stephens,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
135,822,Point Stuart,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
136,822,Pularumpi,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
137,822,Rakula,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
138,822,Ramingining,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
139,822,Robin Falls,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
140,822,Rum Jungle,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
141,822,Sandpalms Roadhouse,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
142,822,Southport,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
143,822,Stapleton,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
144,822,Thamarrurr,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
145,822,Tipperary,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
146,822,Tivendale,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
147,822,Tiwi Islands,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
148,822,Tortilla Flats,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
149,822,Tumbling Waters,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
150,822,Umbakumba,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
151,822,Vernon Islands,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
152,822,Wadeye,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
153,822,Wagait Beach,-12.436,130.728,14238,Wagait Beach,2.53,5.594,6.172,5.883,14238,Wagait Beach,2.53,285.921,22.450,162.251,14015,Darwin Airport,18.07,32.676,32.318,32.500,24.978,21.350,23.196
154,822,Wak Wak,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
155,822,Warruwi,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
156,822,Weddell,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
157,822,West Arnhem,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
158,822,Wickham,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
159,822,Winnellie,-12.429,130.849,14163,Darwin Botanic Gardens,1.58,5.556,6.126,5.841,14163,Darwin Botanic Gardens,1.58,292.248,25.738,171.564,14015,Darwin Airport,4.66,32.676,32.318,32.500,24.978,21.350,23.196
160,822,Wishart,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
161,822,Woolaning,-12.800,131.130,14035,Manton Dam,4.44,5.678,6.083,5.881,14035,Manton Dam,4.44,287.164,22.492,143.800,14272,Batchelor Airport,29.89,33.584,33.730,33.656,23.498,18.886,21.232
162,828,Berrimah,-12.432,130.895,14015,Darwin Airport,1.44,5.567,6.078,5.822,14015,Darwin Airport,1.44,288.390,18.432,154.584,14015,Darwin Airport,1.44,32.676,32.318,32.500,24.978,21.350,23.196
163,828,Knuckey Lagoon,-12.424,130.910,14265,CSIRO Berrimah,1.91,5.567,6.078,5.822,14265,CSIRO Berrimah,1.91,296.908,18.957,160.605,14015,Darwin Airport,2.26,32.676,32.318,32.500,24.978,21.350,23.196
164,829,Holtze,-14.460,132.280,14305,Katherine Country Club,2.48,6.228,6.056,6.142,14305,Katherine Country Club,2.48,169.019,3.967,86.493,14305,Katherine Country Club,2.48,35.861,33.888,34.911,23.714,17.046,20.504
165,829,Pinelands,-12.457,130.944,14003,Darwin Profiler 050mhz,2.00,5.512,6.053,5.782,14003,Darwin Profiler 050mhz,2.00,0.000,15.000,15.000,14015,Darwin Airport,7.27,32.676,32.318,32.500,24.978,21.350,23.196
166,830,Archer,-12.521,130.927,14070,The Chase,7.79,5.525,6.060,5.792,14070,The Chase,7.79,271.916,20.681,146.298,14015,Darwin Airport,11.94,32.676,32.318,32.500,24.978,21.350,23.196
167,830,Driver,-12.487,130.968,14070,The Chase,2.46,5.525,6.060,5.792,14070,The Chase,2.46,271.916,20.681,146.298,14015,Darwin Airport,11.41,32.676,32.318,32.500,24.978,21.350,23.196
168,830,Durack,-12.473,130.954,14003,Darwin Profiler 050mhz,3.69,5.512,6.053,5.782,14003,Darwin Profiler 050mhz,3.69,0.000,15.000,15.000,14015,Darwin Airport,9.22,32.676,32.318,32.500,24.978,21.350,23.196
169,830,Farrar,-12.480,130.980,14070,The Chase,1.57,5.525,6.060,5.792,14070,The Chase,1.57,271.916,20.681,146.298,14015,Darwin Airport,12.01,32.676,32.318,32.500,24.978,21.350,23.196
170,830,Gray,-12.490,130.973,14070,The Chase,1.89,5.525,6.060,5.792,14070,The Chase,1.89,271.916,20.681,146.298,14015,Darwin Airport,12.05,32.676,32.318,32.500,24.978,21.350,23.196
171,830,Marlow Lagoon,-12.496,130.939,14070,The Chase,5.70,5.525,6.060,5.792,14070,The Chase,5.70,271.916,20.681,146.298,14015,Darwin Airport,10.04,32.676,32.318,32.500,24.978,21.350,23.196
172,830,Moulden,-12.505,130.966,14070,The Chase,3.14,5.525,6.060,5.792,14070,The Chase,3.14,271.916,20.681,146.298,14015,Darwin Airport,12.66,32.676,32.318,32.500,24.978,21.350,23.196
173,830,Palmerston,-12.479,130.977,14210,Palmerston (Yarrawonga),1.76,5.522,6.055,5.788,14210,Palmerston (Yarrawonga),1.76,292.629,18.058,151.265,14015,Darwin Airport,11.67,32.676,32.318,32.500,24.978,21.350,23.196
174,830,Shoal Bay,-12.366,130.915,14246,Leanyer,1.65,5.567,6.078,5.822,14246,Leanyer,1.65,265.118,21.830,142.397,14015,Darwin Airport,6.61,32.676,32.318,32.500,24.978,21.350,23.196
175,830,Woodroffe,-12.503,130.972,14070,The Chase,2.46,5.525,6.060,5.792,14070,The Chase,2.46,271.916,20.681,146.298,14015,Darwin Airport,12.95,32.676,32.318,32.500,24.978,21.350,23.196
176,830,Yarrawonga,-12.474,130.971,14210,Palmerston (Yarrawonga),2.16,5.522,6.055,5.788,14210,Palmerston (Yarrawonga),2.16,292.629,18.058,151.265,14015,Darwin Airport,10.81,32.676,32.318,32.500,24.978,21.350,23.196
177,831,Palmerston,-12.474,130.971,14210,Palmerston (Yarrawonga),2.16,5.522,6.055,5.788,14210,Palmerston (Yarrawonga),2.16,292.629,18.058,151.265,14015,Darwin Airport,10.81,32.676,32.318,32.500,24.978,21.350,23.196
178,832,Bakewell,-12.497,130.984,14070,The Chase,1.02,5.525,6.060,5.792,14070,The Chase,1.02,271.916,20.681,146.298,14015,Darwin Airport,13.49,32.676,32.318,32.500,24.978,21.350,23.196
179,832,Bellamack,-12.515,130.974,14070,The Chase,3.29,5.525,6.060,5.792,14070,The Chase,3.29,271.916,20.681,146.298,14015,Darwin Airport,14.08,32.676,32.318,32.500,24.978,21.350,23.196
180,832,Gunn,-12.488,130.980,14070,The Chase,1.13,5.525,6.060,5.792,14070,The Chase,1.13,271.916,20.681,146.298,14015,Darwin Airport,12.52,32.676,32.318,32.500,24.978,21.350,23.196
181,832,Johnston,-12.490,130.990,14070,The Chase,0.00,5.525,6.060,5.792,14070,The Chase,0.00,271.916,20.681,146.298,14015,Darwin Airport,13.55,32.676,32.318,32.500,24.978,21.350,23.196
182,832,Mitchell,-12.529,130.961,14070,The Chase,5.39,5.525,6.060,5.792,14070,The Chase,5.39,271.916,20.681,146.298,14015,Darwin Airport,14.44,32.676,32.318,32.500,24.978,21.350,23.196
183,832,Rosebery,-12.508,130.982,14070,The Chase,2.19,5.525,6.060,5.792,14070,The Chase,2.19,271.916,20.681,146.298,14015,Darwin Airport,14.13,32.676,32.318,32.500,24.978,21.350,23.196
184,832,Rosebery Heights,-12.502,130.986,14070,The Chase,1.40,5.525,6.060,5.792,14070,The Chase,1.40,271.916,20.681,146.298,14015,Darwin Airport,14.01,32.676,32.318,32.500,24.978,21.350,23.196
185,832,Zuccoli,-12.490,130.990,14070,The Chase,0.00,5.525,6.060,5.792,14070,The Chase,0.00,271.916,20.681,146.298,14015,Darwin Airport,13.55,32.676,32.318,32.500,24.978,21.350,23.196
186,835,Coolalinga,-12.518,131.033,14070,The Chase,5.70,5.525,6.060,5.792,14070,The Chase,5.70,271.916,20.681,146.298,14015,Darwin Airport,19.24,32.676,32.318,32.500,24.978,21.350,23.196
187,835,Howard Springs,-12.467,130.992,14210,Palmerston (Yarrawonga),0.40,5.522,6.055,5.788,14210,Palmerston (Yarrawonga),0.40,292.629,18.058,151.265,14015,Darwin Airport,12.47,32.676,32.318,32.500,24.978,21.350,23.196
188,835,Virginia,-12.545,130.986,14070,The Chase,6.12,5.525,6.060,5.792,14070,The Chase,6.12,271.916,20.681,146.298,14015,Darwin Airport,17.49,32.676,32.318,32.500,24.978,21.350,23.196
189,836,Girraween,-12.526,131.061,14192,Girraween,3.25,5.577,6.069,5.823,14192,Girraween,3.25,278.868,13.727,146.297,14015,Darwin Airport,22.33,32.676,32.318,32.500,24.978,21.350,23.196
190,836,Herbert,-12.525,131.090,14192,Girraween,0.56,5.577,6.069,5.823,14192,Girraween,0.56,278.868,13.727,146.297,14015,Darwin Airport,25.07,32.676,32.318,32.500,24.978,21.350,23.196
191,836,Humpty Doo,-12.584,131.056,14226,Humpty Doo Collard Road,2.70,5.569,6.064,5.817,14226,Humpty Doo Collard Road,2.70,287.624,24.994,167.354,14015,Darwin Airport,25.90,32.676,32.318,32.500,24.978,21.350,23.196
192,837,Manton,-12.813,131.120,14035,Manton Dam,3.20,5.678,6.083,5.881,14035,Manton Dam,3.20,287.164,22.492,143.800,14272,Batchelor Airport,28.14,33.584,33.730,33.656,23.498,18.886,21.232
193,837,Noonamah,-12.644,131.057,14222,Elizabeth Valley,2.59,5.579,6.066,5.822,14222,Elizabeth Valley,2.59,287.711,19.475,170.855,14015,Darwin Airport,31.01,32.676,32.318,32.500,24.978,21.350,23.196
194,838,Berry Springs,-12.702,130.997,14264,Territory Wildlife Park,1.18,5.545,6.047,5.796,14264,Territory Wildlife Park,1.18,295.850,17.360,151.035,14015,Darwin Airport,33.48,32.676,32.318,32.500,24.978,21.350,23.196
195,840,Dundee Beach,-12.733,130.314,14010,Dundee Beach School,7.57,5.480,6.038,5.759,14010,Dundee Beach School,7.57,268.574,15.600,161.252,14277,Dum In Mirrie Airstrip,12.05,32.366,31.569,31.981,25.467,20.906,23.248
196,840,Dundee Downs,-12.764,130.441,14013,Geriatric Park,5.52,5.424,5.981,5.702,14013,Geriatric Park,5.52,328.517,29.173,188.457,14277,Dum In Mirrie Airstrip,15.86,32.366,31.569,31.981,25.467,20.906,23.248
197,840,Dundee Forest,-12.728,130.386,14010,Dundee Beach School,2.53,5.480,6.038,5.759,14010,Dundee Beach School,2.53,268.574,15.600,161.252,14277,Dum In Mirrie Airstrip,9.93,32.366,31.569,31.981,25.467,20.906,23.248
198,841,Darwin River,-12.816,130.824,14183,Darwin River Dam,16.28,5.583,6.104,5.843,14183,Darwin River Dam,16.28,270.474,19.754,145.114,14272,Batchelor Airport,34.60,33.584,33.730,33.656,23.498,18.886,21.232
199,845,Batchelor,-13.087,130.977,14272,Batchelor Airport,7.17,5.693,6.062,5.877,14272,Batchelor Airport,7.17,250.793,20.902,136.847,14272,Batchelor Airport,7.17,33.584,33.730,33.656,23.498,18.886,21.232
200,846,Adelaide River,-13.177,131.027,14092,Adelaide River Post Office,10.70,5.787,6.052,5.919,14092,Adelaide River Post Office,10.70,259.328,19.840,152.129,14272,Batchelor Airport,14.10,33.584,33.730,33.656,23.498,18.886,21.232
201,847,Pine Creek,-13.823,131.686,14960,Pine Creek Council,15.99,6.014,6.062,6.038,14960,Pine Creek Council,15.99,236.242,12.122,133.787,14901,Douglas River,55.06,34.672,34.307,34.493,23.300,16.673,20.045
202,850,Cossack,-14.460,132.260,14305,Katherine Country Club,1.11,6.228,6.056,6.142,14305,Katherine Country Club,1.11,169.019,3.967,86.493,14305,Katherine Country Club,1.11,35.861,33.888,34.911,23.714,17.046,20.504
203,850,Emungalan,-14.460,132.260,14305,Katherine Country Club,1.11,6.228,6.056,6.142,14305,Katherine Country Club,1.11,169.019,3.967,86.493,14305,Katherine Country Club,1.11,35.861,33.888,34.911,23.714,17.046,20.504
204,850,Katherine,-14.452,132.253,14305,Katherine Country Club,2.14,6.228,6.056,6.142,14305,Katherine Country Club,2.14,169.019,3.967,86.493,14305,Katherine Country Club,2.14,35.861,33.888,34.911,23.714,17.046,20.504
